individual,KC,n_opp,mean_time_btw_opp
Stu_29972ae0c7593bcab4865157466ea6e0,response_company,3,1.5
Stu_29972ae0c7593bcab4865157466ea6e0,response_computer,2,1
Stu_29972ae0c7593bcab4865157466ea6e0,response_country,4,1.33333333333333
Stu_29972ae0c7593bcab4865157466ea6e0,response_cup,2,1
Stu_29972ae0c7593bcab4865157466ea6e0,response_da4,2,1
Stu_29972ae0c7593bcab4865157466ea6e0,response_dian4hua4,3,1.5
Stu_29972ae0c7593bcab4865157466ea6e0,response_dish,4,1.33333333333333
Stu_29972ae0c7593bcab4865157466ea6e0,response_doctor,3,1.5
Stu_29972ae0c7593bcab4865157466ea6e0,response_dui4,2,1
Stu_29972ae0c7593bcab4865157466ea6e0,response_fast,2,1
Stu_29972ae0c7593bcab4865157466ea6e0,response_friend,2,1
Stu_29972ae0c7593bcab4865157466ea6e0,response_gong1cheng2,2,1
Stu_29972ae0c7593bcab4865157466ea6e0,response_good,2,1
Stu_29972ae0c7593bcab4865157466ea6e0,response_gou3,3,1.5
Stu_29972ae0c7593bcab4865157466ea6e0,response_hai3bian1,2,1
Stu_29972ae0c7593bcab4865157466ea6e0,response_half,2,1
Stu_29972ae0c7593bcab4865157466ea6e0,response_homework,2,1
Stu_29972ae0c7593bcab4865157466ea6e0,response_hungry,4,1.33333333333333
Stu_29972ae0c7593bcab4865157466ea6e0,response_li3bian1,2,1
Stu_29972ae0c7593bcab4865157466ea6e0,response_mai3,3,1.5
Stu_29972ae0c7593bcab4865157466ea6e0,response_map,2,1
Stu_29972ae0c7593bcab4865157466ea6e0,response_new,3,1.5
Stu_29972ae0c7593bcab4865157466ea6e0,response_one,2,1
Stu_29972ae0c7593bcab4865157466ea6e0,response_only,4,1.66666666666667
Stu_29972ae0c7593bcab4865157466ea6e0,response_opportunity,2,1
Stu_29972ae0c7593bcab4865157466ea6e0,response_person,3,2
Stu_29972ae0c7593bcab4865157466ea6e0,response_red,4,1.33333333333333
Stu_29972ae0c7593bcab4865157466ea6e0,response_room,2,1
Stu_29972ae0c7593bcab4865157466ea6e0,response_shao3,3,1.5
Stu_29972ae0c7593bcab4865157466ea6e0,response_shu1fu,3,1.5
Stu_29972ae0c7593bcab4865157466ea6e0,response_small,4,1.66666666666667
Stu_29972ae0c7593bcab4865157466ea6e0,response_table,4,1.33333333333333
Stu_29972ae0c7593bcab4865157466ea6e0,response_this,4,1.66666666666667
Stu_29972ae0c7593bcab4865157466ea6e0,response_ticket,3,1.5
Stu_29972ae0c7593bcab4865157466ea6e0,response_to+cook,3,2
Stu_29972ae0c7593bcab4865157466ea6e0,response_to+cough,4,1.66666666666667
Stu_29972ae0c7593bcab4865157466ea6e0,response_to+eat,3,1.5
Stu_29972ae0c7593bcab4865157466ea6e0,response_to+graduate,3,1
Stu_29972ae0c7593bcab4865157466ea6e0,response_to+have,4,1.33333333333333
Stu_29972ae0c7593bcab4865157466ea6e0,response_to+introduce,2,1
Stu_29972ae0c7593bcab4865157466ea6e0,response_to+live,3,1.5
Stu_29972ae0c7593bcab4865157466ea6e0,response_to+love,2,1
Stu_29972ae0c7593bcab4865157466ea6e0,response_to+practice,4,1.66666666666667
Stu_29972ae0c7593bcab4865157466ea6e0,response_to+smoke,2,1
Stu_29972ae0c7593bcab4865157466ea6e0,response_to+walk,2,1
Stu_29972ae0c7593bcab4865157466ea6e0,response_to+want,3,1.5
Stu_29972ae0c7593bcab4865157466ea6e0,response_today,4,1.33333333333333
Stu_29972ae0c7593bcab4865157466ea6e0,response_tomorrow,4,1.33333333333333
Stu_29972ae0c7593bcab4865157466ea6e0,response_train,2,1
Stu_29972ae0c7593bcab4865157466ea6e0,response_upstairs,3,1.5
Stu_29972ae0c7593bcab4865157466ea6e0,response_very,4,1.66666666666667
Stu_29972ae0c7593bcab4865157466ea6e0,response_wan3shang4,2,1
Stu_29972ae0c7593bcab4865157466ea6e0,response_west,4,1.33333333333333
Stu_29972ae0c7593bcab4865157466ea6e0,response_which,3,1.5
Stu_29972ae0c7593bcab4865157466ea6e0,response_xia4yu3,2,1
Stu_29972ae0c7593bcab4865157466ea6e0,response_xian1sheng,2,1
Stu_29972ae0c7593bcab4865157466ea6e0,response_xiu1xi,2,1
Stu_29972ae0c7593bcab4865157466ea6e0,response_years,4,1.33333333333333
Stu_29972ae0c7593bcab4865157466ea6e0,response_you,4,1
Stu_29972ae0c7593bcab4865157466ea6e0,response_zou3lu4,2,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_above,4,1.66666666666667
Stu_29ba7303e7c02103a64e9d1b71149c53,response_again,3,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_airport,4,1.66666666666667
Stu_29ba7303e7c02103a64e9d1b71149c53,response_beautiful,4,1.66666666666667
Stu_29ba7303e7c02103a64e9d1b71149c53,response_before,4,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_bottle,2,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_busy,2,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_cake,4,1.66666666666667
Stu_29ba7303e7c02103a64e9d1b71149c53,response_car,3,1.5
Stu_29ba7303e7c02103a64e9d1b71149c53,response_chi1,2,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_coach,4,1.33333333333333
Stu_29ba7303e7c02103a64e9d1b71149c53,response_cola,2,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_cold,2,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_computer,4,1.33333333333333
Stu_29ba7303e7c02103a64e9d1b71149c53,response_correct,2,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_country,4,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_day,3,1.5
Stu_29ba7303e7c02103a64e9d1b71149c53,response_di4tu2,2,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_di4zhi3,3,2.5
Stu_29ba7303e7c02103a64e9d1b71149c53,response_dish,2,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_engineering,4,1.33333333333333
Stu_29ba7303e7c02103a64e9d1b71149c53,response_fang2zu1,3,2
Stu_29ba7303e7c02103a64e9d1b71149c53,response_fast,4,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_father,4,1.33333333333333
Stu_29ba7303e7c02103a64e9d1b71149c53,response_few,2,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_four,3,1.5
Stu_29ba7303e7c02103a64e9d1b71149c53,response_friend,3,2
Stu_29ba7303e7c02103a64e9d1b71149c53,response_gong1si1,2,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_good,2,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_gou3,3,1.5
Stu_29ba7303e7c02103a64e9d1b71149c53,response_happy,4,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_inside,4,1.33333333333333
Stu_29ba7303e7c02103a64e9d1b71149c53,response_ji1hui4,2,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_job,3,1.5
Stu_29ba7303e7c02103a64e9d1b71149c53,response_lian4xi2,2,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_life,4,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_mai3,2,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_middle,3,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_mister,2,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_name,4,1.66666666666667
Stu_29ba7303e7c02103a64e9d1b71149c53,response_now,2,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_one,2,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_red,2,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_relatively,3,1.5
Stu_29ba7303e7c02103a64e9d1b71149c53,response_ren2,2,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_room,4,1.66666666666667
Stu_29ba7303e7c02103a64e9d1b71149c53,response_sheng1ri4,2,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_shu1,2,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_slow,3,1.5
Stu_29ba7303e7c02103a64e9d1b71149c53,response_soup,2,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_summer,4,1.33333333333333
Stu_29ba7303e7c02103a64e9d1b71149c53,response_teacher,3,1.5
Stu_29ba7303e7c02103a64e9d1b71149c53,response_time,2,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_to+cough,3,1.5
Stu_29ba7303e7c02103a64e9d1b71149c53,response_to+graduate,2,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_to+rest,4,1.33333333333333
Stu_29ba7303e7c02103a64e9d1b71149c53,response_to+smoke,3,1.5
Stu_29ba7303e7c02103a64e9d1b71149c53,response_to+speak,2,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_to+swim,4,1.33333333333333
Stu_29ba7303e7c02103a64e9d1b71149c53,response_to+want,3,1.5
Stu_29ba7303e7c02103a64e9d1b71149c53,response_tomorrow,2,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_train,3,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_two,2,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_weekdays,2,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_wen4,3,2
Stu_29ba7303e7c02103a64e9d1b71149c53,response_wen4ti2,2,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_what,4,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_where,3,2
Stu_29ba7303e7c02103a64e9d1b71149c53,response_xin1,3,1
Stu_29ba7303e7c02103a64e9d1b71149c53,response_years,2,1
Stu_2e90c8217895d12b590f9217606d5032,response_above,4,1.66666666666667
Stu_2e90c8217895d12b590f9217606d5032,response_address,2,1
Stu_2e90c8217895d12b590f9217606d5032,response_airport,3,1
Stu_2e90c8217895d12b590f9217606d5032,response_beautiful,2,1
Stu_2e90c8217895d12b590f9217606d5032,response_big,3,1.5
Stu_2e90c8217895d12b590f9217606d5032,response_birthday,3,1.5
Stu_2e90c8217895d12b590f9217606d5032,response_busy,3,1.5
Stu_2e90c8217895d12b590f9217606d5032,response_cake,2,1
Stu_2e90c8217895d12b590f9217606d5032,response_chang2,2,1
Stu_2e90c8217895d12b590f9217606d5032,response_city,3,1.5
Stu_2e90c8217895d12b590f9217606d5032,response_cola,4,1.33333333333333
Stu_2e90c8217895d12b590f9217606d5032,response_college,2,1
Stu_2e90c8217895d12b590f9217606d5032,response_computer,3,2
Stu_2e90c8217895d12b590f9217606d5032,response_correct,4,1.33333333333333
Stu_2e90c8217895d12b590f9217606d5032,response_cup,4,1.33333333333333
Stu_2e90c8217895d12b590f9217606d5032,response_day,4,1
Stu_2e90c8217895d12b590f9217606d5032,response_difficult,2,1
Stu_2e90c8217895d12b590f9217606d5032,response_dish,4,2
Stu_2e90c8217895d12b590f9217606d5032,response_dog,4,1
Stu_2e90c8217895d12b590f9217606d5032,response_engineering,2,1
Stu_2e90c8217895d12b590f9217606d5032,response_fast,2,1
Stu_2e90c8217895d12b590f9217606d5032,response_father,4,1.33333333333333
Stu_2e90c8217895d12b590f9217606d5032,response_gong1yuan2,3,2
Stu_2e90c8217895d12b590f9217606d5032,response_guo2,2,1
Stu_2e90c8217895d12b590f9217606d5032,response_half,2,1
Stu_2e90c8217895d12b590f9217606d5032,response_hao3,2,1
Stu_2e90c8217895d12b590f9217606d5032,response_homework,4,1
Stu_2e90c8217895d12b590f9217606d5032,response_hundred,3,1.5
Stu_2e90c8217895d12b590f9217606d5032,response_hungry,3,2
Stu_2e90c8217895d12b590f9217606d5032,response_job,4,1.33333333333333
Stu_2e90c8217895d12b590f9217606d5032,response_kitchen,3,1.5
Stu_2e90c8217895d12b590f9217606d5032,response_lao3ban3,2,1
Stu_2e90c8217895d12b590f9217606d5032,response_life,4,1.66666666666667
Stu_2e90c8217895d12b590f9217606d5032,response_man4,3,1.5
Stu_2e90c8217895d12b590f9217606d5032,response_map,4,1.66666666666667
Stu_2e90c8217895d12b590f9217606d5032,response_mister,2,1
Stu_2e90c8217895d12b590f9217606d5032,response_money,3,1.5
Stu_2e90c8217895d12b590f9217606d5032,response_movie,4,1.33333333333333
Stu_2e90c8217895d12b590f9217606d5032,response_name,2,1
Stu_2e90c8217895d12b590f9217606d5032,response_new,2,1
Stu_2e90c8217895d12b590f9217606d5032,response_ni3,2,1
Stu_2e90c8217895d12b590f9217606d5032,response_now,2,1
Stu_2e90c8217895d12b590f9217606d5032,response_one,2,1
Stu_2e90c8217895d12b590f9217606d5032,response_phone,2,1
Stu_2e90c8217895d12b590f9217606d5032,response_relatively,3,1.5
Stu_2e90c8217895d12b590f9217606d5032,response_salesman,2,1
Stu_2e90c8217895d12b590f9217606d5032,response_seaside,3,1.5
Stu_2e90c8217895d12b590f9217606d5032,response_shao3,3,1.5
Stu_2e90c8217895d12b590f9217606d5032,response_shu1fu,2,1
Stu_2e90c8217895d12b590f9217606d5032,response_student,2,1
Stu_2e90c8217895d12b590f9217606d5032,response_this,4,1
Stu_2e90c8217895d12b590f9217606d5032,response_ticket,2,1
Stu_2e90c8217895d12b590f9217606d5032,response_to+cook,3,1.5
Stu_2e90c8217895d12b590f9217606d5032,response_to+have,4,1.33333333333333
Stu_2e90c8217895d12b590f9217606d5032,response_to+love,2,1
Stu_2e90c8217895d12b590f9217606d5032,response_to+walk,4,1.33333333333333
Stu_2e90c8217895d12b590f9217606d5032,response_today,4,1.33333333333333
Stu_2e90c8217895d12b590f9217606d5032,response_train,4,1.33333333333333
Stu_2e90c8217895d12b590f9217606d5032,response_two,3,1
Stu_2e90c8217895d12b590f9217606d5032,response_upstairs,2,1
Stu_2e90c8217895d12b590f9217606d5032,response_very,2,1
Stu_2e90c8217895d12b590f9217606d5032,response_view,4,1.33333333333333
Stu_2e90c8217895d12b590f9217606d5032,response_wan3shang4,2,1
Stu_2e90c8217895d12b590f9217606d5032,response_what,4,1.33333333333333
Stu_2e90c8217895d12b590f9217606d5032,response_where,3,1
Stu_2e90c8217895d12b590f9217606d5032,response_xi1bu4,3,1.5
Stu_2e90c8217895d12b590f9217606d5032,response_xing1qi1,2,1
Stu_2e90c8217895d12b590f9217606d5032,response_yi3qian2,2,1
Stu_2e90c8217895d12b590f9217606d5032,response_you2yong3,2,1
Stu_2e90c8217895d12b590f9217606d5032,response_zou3lu4,3,2
Stu_378391708463addf9917e9794d0c8427,response_abroad,2,1
Stu_378391708463addf9917e9794d0c8427,response_address,2,1
Stu_378391708463addf9917e9794d0c8427,response_basketball,2,1
Stu_378391708463addf9917e9794d0c8427,response_bi3jiao4,3,1.5
Stu_378391708463addf9917e9794d0c8427,response_bi4ye4,2,1
Stu_378391708463addf9917e9794d0c8427,response_bottle,2,1
Stu_378391708463addf9917e9794d0c8427,response_busy,4,1.33333333333333
Stu_378391708463addf9917e9794d0c8427,response_car,4,1.33333333333333
Stu_378391708463addf9917e9794d0c8427,response_coach,3,1
Stu_378391708463addf9917e9794d0c8427,response_cold,4,1.33333333333333
Stu_378391708463addf9917e9794d0c8427,response_comfortable,3,1.5
Stu_378391708463addf9917e9794d0c8427,response_company,2,1
Stu_378391708463addf9917e9794d0c8427,response_correct,4,1
Stu_378391708463addf9917e9794d0c8427,response_country,4,1.33333333333333
Stu_378391708463addf9917e9794d0c8427,response_cup,3,1.5
Stu_378391708463addf9917e9794d0c8427,response_dan4gao1,3,1.5
Stu_378391708463addf9917e9794d0c8427,response_dog,2,1
Stu_378391708463addf9917e9794d0c8427,response_fast,2,1
Stu_378391708463addf9917e9794d0c8427,response_four,2,1
Stu_378391708463addf9917e9794d0c8427,response_good,4,1
Stu_378391708463addf9917e9794d0c8427,response_hundred,4,1.33333333333333
Stu_378391708463addf9917e9794d0c8427,response_hungry,3,1
Stu_378391708463addf9917e9794d0c8427,response_inside,4,1.33333333333333
Stu_378391708463addf9917e9794d0c8427,response_ji1chang3,2,1
Stu_378391708463addf9917e9794d0c8427,response_jian4,2,1
Stu_378391708463addf9917e9794d0c8427,response_letter,3,1.5
Stu_378391708463addf9917e9794d0c8427,response_lian4xi2,3,1
Stu_378391708463addf9917e9794d0c8427,response_lou2shang4,2,1
Stu_378391708463addf9917e9794d0c8427,response_man4,2,1
Stu_378391708463addf9917e9794d0c8427,response_map,4,1
Stu_378391708463addf9917e9794d0c8427,response_mei3li4,2,1
Stu_378391708463addf9917e9794d0c8427,response_middle,4,1.33333333333333
Stu_378391708463addf9917e9794d0c8427,response_mister,4,1.33333333333333
Stu_378391708463addf9917e9794d0c8427,response_money,2,1
Stu_378391708463addf9917e9794d0c8427,response_movie,4,1.33333333333333
Stu_378391708463addf9917e9794d0c8427,response_name,2,1
Stu_378391708463addf9917e9794d0c8427,response_new,3,2
Stu_378391708463addf9917e9794d0c8427,response_often,3,1.5
Stu_378391708463addf9917e9794d0c8427,response_one,4,1
Stu_378391708463addf9917e9794d0c8427,response_peng2you,2,1
Stu_378391708463addf9917e9794d0c8427,response_phone,2,2
Stu_378391708463addf9917e9794d0c8427,response_rent,3,1
Stu_378391708463addf9917e9794d0c8427,response_ri4,2,1
Stu_378391708463addf9917e9794d0c8427,response_shao3,2,1
Stu_378391708463addf9917e9794d0c8427,response_shuo1,2,1
Stu_378391708463addf9917e9794d0c8427,response_small,4,1.33333333333333
Stu_378391708463addf9917e9794d0c8427,response_student,2,1
Stu_378391708463addf9917e9794d0c8427,response_summer,2,1
Stu_378391708463addf9917e9794d0c8427,response_teacher,4,1.33333333333333
Stu_378391708463addf9917e9794d0c8427,response_this,2,1
Stu_378391708463addf9917e9794d0c8427,response_time,3,1.5
Stu_378391708463addf9917e9794d0c8427,response_to+ask,2,1
Stu_378391708463addf9917e9794d0c8427,response_to+buy,4,1
Stu_378391708463addf9917e9794d0c8427,response_to+do,3,1
Stu_378391708463addf9917e9794d0c8427,response_to+live,3,1.5
Stu_378391708463addf9917e9794d0c8427,response_to+love,2,1
Stu_378391708463addf9917e9794d0c8427,response_to+rest,3,1
Stu_378391708463addf9917e9794d0c8427,response_to+return,4,1.33333333333333
Stu_378391708463addf9917e9794d0c8427,response_to+smoke,2,1
Stu_378391708463addf9917e9794d0c8427,response_to+walk,2,1
Stu_378391708463addf9917e9794d0c8427,response_tomorrow,3,1.5
Stu_378391708463addf9917e9794d0c8427,response_very,4,1
Stu_378391708463addf9917e9794d0c8427,response_view,2,1
Stu_378391708463addf9917e9794d0c8427,response_west,3,1
Stu_378391708463addf9917e9794d0c8427,response_where,4,1.66666666666667
Stu_378391708463addf9917e9794d0c8427,response_which,3,2
Stu_378391708463addf9917e9794d0c8427,response_xia4yu3,3,1.5
Stu_378391708463addf9917e9794d0c8427,response_year,2,1
Stu_378391708463addf9917e9794d0c8427,response_years,4,1
Stu_378391708463addf9917e9794d0c8427,response_zai4,3,1.5
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_above,4,1.33333333333333
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_address,4,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_again,2,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_all,2,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_basketball,3,1.5
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_beautiful,4,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_birthday,3,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_boss,4,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_bottle,3,1.5
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_cai4,3,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_cake,2,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_chi1,2,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_college,3,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_company,3,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_cup,2,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_da4,3,1.5
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_dian4nao3,2,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_dui4,2,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_engineering,2,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_father,3,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_good,4,1.66666666666667
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_half,4,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_hen3,2,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_homework,2,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_hong2,2,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_hundred,2,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_hungry,4,1.33333333333333
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_letter,2,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_map,4,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_middle,4,1.66666666666667
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_ming2zi,3,1.5
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_money,2,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_new,3,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_night,3,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_now,3,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_one,4,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_only,3,2
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_peng2you,3,1.5
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_piao4,2,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_relatively,3,2
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_rent,2,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_room,4,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_salesman,3,1.5
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_seaside,4,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_shuo1,2,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_soup,3,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_table,2,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_this,4,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_to+ask,4,1.33333333333333
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_to+buy,2,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_to+call,4,1.66666666666667
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_to+cough,2,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_to+introduce,2,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_to+rain,3,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_to+rest,4,1.33333333333333
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_to+see,2,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_to+swim,3,1.5
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_to+walk+2,2,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_to+want,2,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_warm,2,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_what,2,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_which,4,1.33333333333333
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_wonderful,4,1.33333333333333
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_xiao3,3,1.5
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_xing1qi1,2,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_year,4,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_years,4,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_you3,2,1
Stu_39506dd92d53f0d12e58fac8faca3fdc,response_zuo4fan4,2,1
Stu_3c5468803b7ec059da6f8ae3196fd856,response_above,3,2
Stu_3c5468803b7ec059da6f8ae3196fd856,response_again,4,1
Stu_3c5468803b7ec059da6f8ae3196fd856,response_ai4,2,1
Stu_3c5468803b7ec059da6f8ae3196fd856,response_beautiful,4,1
Stu_3c5468803b7ec059da6f8ae3196fd856,response_before,4,1
Stu_3c5468803b7ec059da6f8ae3196fd856,response_birthday,2,1
Stu_3c5468803b7ec059da6f8ae3196fd856,response_book,2,1
Stu_3c5468803b7ec059da6f8ae3196fd856,response_boss,4,1.33333333333333
Stu_3c5468803b7ec059da6f8ae3196fd856,response_bottle,4,1.33333333333333
Stu_3c5468803b7ec059da6f8ae3196fd856,response_busy,4,1.33333333333333
Stu_3c5468803b7ec059da6f8ae3196fd856,response_cheng2shi4,2,1
Stu_3c5468803b7ec059da6f8ae3196fd856,response_chu2fang2,2,1
Stu_3c5468803b7ec059da6f8ae3196fd856,response_cold,4,1
Stu_3c5468803b7ec059da6f8ae3196fd856,response_comfortable,4,1.33333333333333
Stu_3c5468803b7ec059da6f8ae3196fd856,response_company,3,1
Stu_3c5468803b7ec059da6f8ae3196fd856,response_country,4,1
Stu_3c5468803b7ec059da6f8ae3196fd856,response_cup,3,1.5
Stu_3c5468803b7ec059da6f8ae3196fd856,response_dish,3,1.5
Stu_3c5468803b7ec059da6f8ae3196fd856,response_dog,2,1
Stu_3c5468803b7ec059da6f8ae3196fd856,response_friend,2,1
Stu_3c5468803b7ec059da6f8ae3196fd856,response_good,2,1
Stu_3c5468803b7ec059da6f8ae3196fd856,response_hundred,4,1.33333333333333
Stu_3c5468803b7ec059da6f8ae3196fd856,response_ji1hui4,2,1
Stu_3c5468803b7ec059da6f8ae3196fd856,response_jian4,3,1.5
Stu_3c5468803b7ec059da6f8ae3196fd856,response_jiao4,2,1
Stu_3c5468803b7ec059da6f8ae3196fd856,response_jin1tian1,3,1.5
Stu_3c5468803b7ec059da6f8ae3196fd856,response_job,2,1
Stu_3c5468803b7ec059da6f8ae3196fd856,response_ke3le4,3,1.5
Stu_3c5468803b7ec059da6f8ae3196fd856,response_lao3shi1,3,1.5
Stu_3c5468803b7ec059da6f8ae3196fd856,response_letter,2,1
Stu_3c5468803b7ec059da6f8ae3196fd856,response_middle,3,1.5
Stu_3c5468803b7ec059da6f8ae3196fd856,response_ming2zi,2,1
Stu_3c5468803b7ec059da6f8ae3196fd856,response_mister,4,1.33333333333333
Stu_3c5468803b7ec059da6f8ae3196fd856,response_money,2,1
Stu_3c5468803b7ec059da6f8ae3196fd856,response_new,3,1.5
Stu_3c5468803b7ec059da6f8ae3196fd856,response_often,4,1.33333333333333
Stu_3c5468803b7ec059da6f8ae3196fd856,response_one,3,1
Stu_3c5468803b7ec059da6f8ae3196fd856,response_only,2,1
Stu_3c5468803b7ec059da6f8ae3196fd856,response_park,4,1.33333333333333
Stu_3c5468803b7ec059da6f8ae3196fd856,response_person,4,1
Stu_3c5468803b7ec059da6f8ae3196fd856,response_phone,4,1
Stu_3c5468803b7ec059da6f8ae3196fd856,response_problem,2,1
Stu_3c5468803b7ec059da6f8ae3196fd856,response_red,2,1
Stu_3c5468803b7ec059da6f8ae3196fd856,response_relatively,3,1
Stu_3c5468803b7ec059da6f8ae3196fd856,response_rent,2,1
Stu_3c5468803b7ec059da6f8ae3196fd856,response_salesman,2,1
Stu_3c5468803b7ec059da6f8ae3196fd856,response_slow,3,1.5
Stu_3c5468803b7ec059da6f8ae3196fd856,response_small,2,1
Stu_3c5468803b7ec059da6f8ae3196fd856,response_student,4,1
Stu_3c5468803b7ec059da6f8ae3196fd856,response_summer,4,1.33333333333333
Stu_3c5468803b7ec059da6f8ae3196fd856,response_table,3,1
Stu_3c5468803b7ec059da6f8ae3196fd856,response_tang1,2,1
